,0
RightVentricle_Imc2,0.0005721309087945966
LeftCaudate_90Percentile,0.000571528348623785
LeftLateralVentricle_SmallAreaEmphasis,0.000571104916192594
LeftSuperior_LargeAreaEmphasis,0.0005683969743048274
RightCST_SmallAreaEmphasis,0.0005672956513392272
LeftFrontal_InverseVariance,0.0005670939267560913
LeftExtThalamus_LowGrayLevelZoneEmphasis,0.0005656783303700398
RightRedNucleus_Uniformity,0.0005645816195067681
RightPosterior_Range,0.0005642142907129799
LeftCaudate_Maximum,0.0005618926594881457
LeftCCGenu_Kurtosis,0.0005617139371723359
LeftVentricle_LowGrayLevelZoneEmphasis,0.0005600804712029601
RightCST_SizeZoneNonUniformity,0.0005596458755897087
LeftExtThalamus_GrayLevelNonUniformity,0.0005586839688034431
RightVentricle_Correlation,0.0005549312729702172
RightExtThalamus_DifferenceVariance,0.0005548287500169335
RightCaudate_RobustMeanAbsoluteDeviation,0.000553738191155717
LeftCCGenu_90Percentile,0.0005535868730411084
RightCaudate_JointEnergy,0.0005531997466571476
RightPutamen_JointEntropy,0.0005531851263457154
RightRedNucleus_Kurtosis,0.0005505504677382456
LeftVentricle_Autocorrelation,0.0005498324300343113
RightCCSplenium_Correlation,0.0005493511633425343
RightExtThalamus_LowGrayLevelZoneEmphasis,0.0005488700218130632
LeftExtThalamus_SumSquares,0.000548372988092902
LeftCST_SumSquares,0.0005483464909873067
LeftExtThalamus_InterquartileRange,0.0005480774934326392
LeftCaudate_RobustMeanAbsoluteDeviation,0.0005475700054191272
LeftRedNucleus_JointEnergy,0.0005472617871521247
LeftIntThalamus_Autocorrelation,0.0005462627866627182
LeftPutamen_ZoneEntropy,0.0005452667893873691
RightCaudate_DifferenceVariance,0.0005440198447239002
LeftLateralVentricle_RootMeanSquared,0.0005439899406474061
RightCCGenu_GrayLevelNonUniformity,0.0005431588724730873
LeftRedNucleus_SmallAreaEmphasis,0.0005431476034194495
LeftCCSplenium_Autocorrelation,0.0005425487850933076
RightVentricle_DifferenceVariance,0.0005415457843370527
RightVentricle_ZoneEntropy,0.0005415072270199368
RightPosterior_Kurtosis,0.0005409666952124791
LeftVentricle_SumEntropy,0.0005384297375640167
LeftIntThalamus_Skewness,0.0005381536369805476
RightCST_JointEnergy,0.0005375463744460385
RightSuperior_SizeZoneNonUniformityNormalized,0.0005364037811755452
LeftFrontal_SizeZoneNonUniformityNormalized,0.0005363586647489925
RightInsideThalamus_SizeZoneNonUniformityNormalized,0.0005361410398746829
RightIntThalamus_InverseVariance,0.0005359891122680535
RightVentricle_MaximumProbability,0.0005345705755089223
RightCCGenu_SizeZoneNonUniformity,0.0005336682752712482
LeftIntThalamus_MaximumProbability,0.0005326155338835181
RightRedNucleus_Skewness,0.000532315920873231
LeftCCGenu_ClusterProminence,0.0005318936091268328
LeftSuperior_ZoneVariance,0.0005298962512067622
